PARTNUMBER,DESCRIPTIONEN,DESCRIPTIONVI,HTS CODE
004003025,CONN RJ45  8P F 90° + LED,??U N?I,8536693900
027400031,COMMON MODE CHOKE COIL PCB 5A 250V,CU?N C?M,8504502000
027404005,FILTRO CM2545X171 STEWARD,CU?N C?M,8504502000
652186012,GEL-2834 SMD DLJS ETHERNET CRADLE,B?NG M?CH IN ?I?N T?,8473301000
027110059,"IND   10   UH 20% SMD 4,5A 12X12X4,5",CU?N C?M,8504502000
027110088,"IND    2,2 µH 10% 0,015A 0603",CU?N C?M,8504502000
034301110,"RES   1,1 K 1% 0805 1/8W",?I?N TR?,8533210000
034581180,"RES   1,8 K 5% 0402 1/16W",?I?N TR?,8533210000
053100082,IC MAX1745 µMAX10 STEP-DOWN DC-DC CONTR,M?CH ?I?N T? TÍCH H?P,8542310000
054120040,IC LP3470 SOT23-5 POWER ON RESET CIRCUIT,M?CH ?I?N T? TÍCH H?P,8542310000
054130118,IC 74LVC1G32DBV SOT23 OR GATE 3.3V 4.5NS,M?CH ?I?N T? TÍCH H?P,8542310000
027210016,"SOPPRESSORE 18V 0,1J 0805 SMD",?I?N TR?,8533210000
065010063,BJT P PBSS5480X SOT89 80V 4A,TRANSISTOR,8541290000
065914008,MOSFET P NDC632P SSOT6,TRANSISTOR,8541290000
085100001,COND X7R 330   NF 25V 0805 10%,T? ?I?N,8532240000
087100001,COND X5R  22   UF 10V 1210 10%,T? ?I?N,8532240000
097258470,"CAP TANT   4,7 UF 25V CASE C",T? ?I?N,8532240000
098003010,"CAP EL RAD   10 UF 50V 6,3X5,7 SMD",T? ?I?N,8532240000
100218692,FE2186 PCB CS-835,M?CH IN,8534003000
100223094,FE2230 PCB CS-877,M?CH IN,8534003000
034362100,RES  10   K 1% 0603 1/10W,?I?N TR?,8533210000
652230015,GEL-2892 SMD KEYBOARD 52 KYMAN-270,B?NG M?CH IN ?I?N T?,8473301000
631208100,µC. LED DRIVER KYMAN GSM V1.00,M?CH ?I?N T? TÍCH H?P,8542310000
007101021,"FLAT CABLE FLEXIBLE 21P L=40MM, P=0.5MM",DÂY CÁP ?I?N,8544119000
010000002,SCREW 18X6 WN1412 KB Z,?C VÍT,7318150000
010000003,SCREW 22X8 WN1412 KC ZBC,?C VÍT,7318150000
010000004,SCREW 22X10 WN1412 KC ZBC,?C VÍT,7318150000
010130011,"SCREEW M1,6X3 UNI 7687 INOX+BLOC 120HT",?C VÍT,7318150000
010140008,"SCREW ISO 7046 M2,5X8,PHILIPS,INOX+FREN.",?C VÍT,7318150000
010260000,SCREW M 2X5 ISO 7048 INOX PHILIP+ BLOC,?C VÍT,7318150000
068400041,"DISPLAY LCD TD035STEE1 3.5"" VGA 480X640",MÀN HÌNH HI?N TH?,8531200000
127022290,BS - 222 LITHIUM-ION BATTERY,PIN,8507609000
142031690,CO - 316 NEUTRAL BOX 216X253X110,H?P ?ÓNG GÓI (CARTON),4819100000
700217700,GMC-2177  ELF BELT,C?M L?P RÁP DÂY ?AI,8473309000
700222601,GMC-2226 GRUPPO DAUGHTER SIP ELF,C?M L?P RÁP,8473309000
672690010,GEL-3398 DAUGHTER BOARD RADIO SIP,B?NG M?CH IN ?I?N T?,8473301000
100254391,FE2543 PCB CS-1272 LASER FLEX,M?CH IN,8534003000
163227491,E  -2274 ADHESIVE LASER LENS ELF,KEO,3506100000
294030291,"V  - 302 LENS, LASER",TH?U KÍNH,9002119000
662670031,GEL-3435 MAINBOARD ELF WIFI REPLY,B?NG M?CH IN ?I?N T?,8473301000
018150020,"SCREW,M2X4,LOW,PAN,BL OXIDE W/NYLOK",?C VÍT,7318150000
294030591,"V  - 305 LENS, CAMERA",TH?U KÍNH,9002119000
294030791,V  - 307 LENS FLASH,TH?U KÍNH,9002119000
662539012,GEL-3229 TRIGGER ELF W/FLASH,B?NG M?CH IN ?I?N T?,8473301000
700217902,GMC-2179 I/O ELF,B?NG M?CH IN ?I?N T?,8473301000
148016091,CU - 160 CUP HANDYLINK CONNECTOR,??U N?I,8536693900
148016192,CU - 161 CUP USB CONNECTOR,??U N?I,8536693900
662538014,GEL-3228 I/O FLEX ELF CON SILVER FOIL,B?NG M?CH IN ?I?N T?,8473301000
770104801,CVL-1048 MICROPHONE CABLE ELF,DÂY CÁP ?I?N,8544119000
770104200,CVL-1042 SPEAKER CABLE,DÂY CÁP ?I?N,8544119000
700218102,GMC-2181 CORPO SUPERIORE NO RFID,C?M L?P RÁP M?T TRÊN MÁY ??C MÃ V?CH,8473309000
004022096,PLUG KIT  WALL MOUNT POWER SUPPLY,PHÍCH C?M,8536909900
007100100,"USB CAB 2.0 STD A-MICRO B 5P,1.5M BLACK",DÂY CÁP ?I?N,8544119000
025000053,POWER SUPPLY MICRO-USB WALL MOUNT,B? NGU?N,8504401900
822000940,ELF QUICK START GUIDE,SÁCH H??NG D?N,4901999000
100254490, E2544 PCB CS-1146 IMAGER FLEX,M?CH IN,8534003000
163229291,E  -2292 ADHESIVE IMAGER LENS ELF,KEO,3506100000
294030392,"V  - 303 LENS, IMAGER",TH?U KÍNH,9002119000
007100099,COAXIAL CABLE WITH CONNECTORS,DÂY CÁP ?I?N,8544119000
010260001,SCREW M 2X8 ISO 7048 INOX PHILIPS,?C VÍT,7318150000
019412626,"WIRELESS MODULE HSDPA 3,6 MBIT/S USB GPS",C?M L?P RÁP B?NG M?CH IN ?I?N T?,8473309000
019413034,ANT GPS ACTIVE PATCH  + CABLE + CONN.,DÂY CÁP ?I?N,8544119000
700217602,GMC-2176 ELF GSM BODY,C?M L?P RÁP V? MÁY ??C MÃ V?CH,8473309000
010238002,SCREWS ISO 14583M2X8 INOX BL TORX +NYLON,?C VÍT,7318150000
852000550,SKYHOOK USER MANUAL ADDENDUM,SÁCH H??NG D?N,4901999000
852000540,DOC CE FOR ELF 3G MODELS,SÁCH H??NG D?N,4901999000
007200043,"CABLE FFC 20P P.0,5 L=30",DÂY CÁP ?I?N,8544119000
007200073,"FFC CABLE 30P P.0,5 L=30 SHIELDED",DÂY CÁP ?I?N,8544119000
025000054,POWER SUPPLY 5V WALL MOUNT,B? NGU?N,8504401900
142411391,CO -4113 BOX,H?P ?ÓNG GÓI (CARTON),4819100000
662562017,GEL-3286 MB SINGLE SLOT DOCK ELF/FALCON,B?NG M?CH IN ?I?N T?,8473301000
652232012,GEL-2894 SMD EXPANSION BOARD DL-KYMAN,B?NG M?CH IN ?I?N T?,8473301000
652342014,GEL-3033 SMD MB DL KYMAN NEW DISPLAY 4G,B?NG M?CH IN ?I?N T?,8473301000
631243320,FLASH DL-KYMAN DISKONCHIP H3 4G V3.20,M?CH ?I?N T? TÍCH H?P,8542310000
631243330,FLASH DL-KYMAN DISKONCHIP H3 4G V3.30,M?CH ?I?N T? TÍCH H?P ?Ã ???C L?P TRÌNH,8542310000
652342015,GEL-3033 SMD MB DL KYMAN NEW DISPLAY 4G,B?NG M?CH IN ?I?N T?,8473301000
652419031,GEL-3222 SMD BT BOARD,B?NG M?CH IN ?I?N T?,8473301000
631330100,FLASH WM ELF BOOT CODE,M?CH ?I?N T? TÍCH H?P ?Ã ???C L?P TRÌNH,8542310000
100253595,FE2535 PCB CS-1139,M?CH IN,8534003000
652535016,GEL-3225 SMD MAINBOARD ELF BASIC,B?NG M?CH IN ?I?N T?,8473301000
404012085,CONN BATTERY 4 POS P=2.5 REWORK,??U N?I,8536693900
004016021,CONN MICROSD CARD SMD,??U N?I,8536693900
652539040,GEL-3459 SMD TRIGGER BOARD ELF LIGHT,B?NG M?CH IN ?I?N T?,8473301000
100253992,FE2539 PCB CS-1143,M?CH IN,8534003000
652562017,GEL-3286 SMD MB SINGLE DOCK ELF/FALCON,B?NG M?CH IN ?I?N T?,8473301000
027110125,"IND 1,5 UH 30% SMD 4A",CU?N C?M,8504502000
034360150,RES 150   R 1% 0603 1/10W,?I?N TR?,8533210000
034361120,"RES  1,2   K 1% 0603 1/10W",?I?N TR?,8533210000
034361820,"RES   8,2 K 1% 0603 1/10W",?I?N TR?,8533210000
034362220,RES  22K  1%   0603 1/10W,?I?N TR?,8533210000
034560470,RES 470   R 5% 0603 1/10W,?I?N TR?,8533210000
060100176,"ZENER   2,7V 0,3W 5%SOT23",?I?T,8541100000
084005033,CAP C0G  33   PF 50V 0603 5%,T? ?I?N,8532240000
100256292,FE2562 PCB CS-1187,M?CH IN,8534003000
631303105,FLASH SSD ELF V. 1.04,M?CH ?I?N T? TÍCH H?P ?Ã ???C L?P TRÌNH,8542310000
652563012,GEL-3287 SMD CONNECT B. SINGLE SLOT DOCK,B?NG M?CH IN ?I?N T?,8473301000
100256392,FE2563 PCB CS-1188,M?CH IN,8534003000
822000960,USER MANUAL 4SD ELF,SÁCH H??NG D?N,4901999000
652538014,GEL-3228 SMD I/O FLEX ELF + SILVER FOIL,B?NG M?CH IN ?I?N T?,8473301000
004012078,CONN RETT    16P RECEPTACLE SMD P. 0.8MM,??U N?I,8536693900
004012093,CONN 40P SMD P0.5 B. TO B. PLUG H=1.8TOT,??U N?I,8536693900
100253894,FE2538 PCB CS-1142 CON SILVER FOIL,M?CH IN,8534003000
004012096,"CONN RETT 1X2P SMD P.2,54 A CONT. H3,5MM",??U N?I,8536693900
004012105,CONN 32PIN SMD P0.5 BOARD TO B. SOCKET,??U N?I,8536693900
004015030,"CONN FPC 14P SMD P.0,5 90° ZIF H=1MM",??U N?I,8536693900
100269090,FE2690 PCB CS-1281,M?CH IN,8534003000
662578011,GEL-3307 KEYPAD ELF NUM,B?NG M?CH IN ?I?N T?,8473301000
662353040,GEL-3049 MOTHERBOARD DESK STD,B?NG M?CH IN ?I?N T?,8473301000
50-0020-00,"ASSY,GD4137-BK-C097",MÁY ??C MÃ V?CH,8471901000
652573016,GEL-3298 SMD ALPHANUM KEYBOARD FALCONX3,B?NG M?CH IN ?I?N T?,8473301000
100257395,FE2573 PCB CS-1183,M?CH IN,8534003000
662539040,GEL-3459 TRIGGER BOARD ELF LIGHT,B?NG M?CH IN ?I?N T?,8473301000
662670042,GEL-3451 MAINBOARD ELF LIGHT,B?NG M?CH IN ?I?N T?,8473301000
142012490,CO - 124 IMBALLO SINGOLO POLARIS  DLL,H?P ?ÓNG GÓI (CARTON),4819100000
004015013,"CONN PCB FLEX   5P F SMD P.0,5 90°",??U N?I,8536693900
004016016,CONN COMPACT FLASH I 50P SMD REVERSED,??U N?I,8536693900
054100082,IC NHPXA270 PBGA360 µP.520MHZ 32 BIT P.1,M?CH ?I?N T? TÍCH H?P,8542310000
004002174,"CONN RECT   6P M PCB 90° P.1,25 SMD",??U N?I,8536693900
004015005,CONN PCB FLEX   4P F SMD P.1 ZIF,??U N?I,8536693900
010004008,"SCREW  2,2 X 7   WN1412 WZ POZI",?C VÍT,7318150000
662605012,GEL-3352 MAIN B. POWER MOBILE DOCK ELF,B?NG M?CH IN ?I?N T?,8473301000
100201193,FE2011 PRINTED CIRCUIT CS-692,M?CH IN,8534003000
100260592,FE2605 PCB CS-1270 MB PWR MOB. DOCK ELF,M?CH IN,8534003000
672606011,GEL-3353 CONN. B. POWER. MOBILE DOCK ELF,B?NG M?CH IN ?I?N T?,8473301000
100310610,"FAB,PCBA,MAIN,PS70002D",M?CH IN,8534003000
90A052043,"CAB-424E ENHANCED USB TYPE A, 9' COILED",DÂY CÁP ?I?N,8544119000
652593013,GEL-3323 SMD PW/ETHERNET BOARD 4SD ELF,B?NG M?CH IN ?I?N T?,8473301000
652593022,GEL-3329 SMD POWER BOARD 4SD ELF,B?NG M?CH IN ?I?N T?,8473301000
652594014,GEL-3324 SMD MAINBOARD MBC ELF,B?NG M?CH IN ?I?N T?,8473301000
034560180,RES 180   R 5% 0603 1/10W,?I?N TR?,8533210000
034560820,RES 820   R 5% 0603 1/10W,?I?N TR?,8533210000
631355101,PIC 4SD_MBC ELF/FALCONX3 V. 1.01,M?CH ?I?N T? TÍCH H?P ?Ã ???C L?P TRÌNH,8542310000
652605013,GEL-3352 SMD M.B. POWER MOBILE DOCK ELF,B?NG M?CH IN ?I?N T?,8473301000
631382200,FLASH PMD ELF V. 2.00,M?CH ?I?N T? TÍCH H?P ?Ã ???C L?P TRÌNH,8542310000
652670017,GEL-3370 SMD M.B. ELF PHONE REPLY,B?NG M?CH IN ?I?N T?,8473301000
100267095,FE2670 PCB CS-1139 REPLY,M?CH IN,8534003000
000001266,"CONN PLUG,RJ10,MODULAR W/SHIELD,ROHS",??U N?I,8536693900
820032614,"MANUAL,QRG,MGL8300/8400",SÁCH H??NG D?N,4901999000
199000091,"CABLE,2 COND,LOW IMPEDANCE,ROHS",DÂY CÁP ?I?N,8544119000
000001022,"CONN,MODULAR PLUG,4 POSITION",??U N?I,8536693900
652353040,GEL-3049 SMD MOTHERBOARD DESK STD,B?NG M?CH IN ?I?N T?,8473301000
654804012,GEL-4847 SMD CHARGER ONLY,B?NG M?CH IN ?I?N T?,8473301000
034564220,"RES   2,2 M 5% 0603 1/10W",?I?N TR?,8533210000
652451012,GEL-3160 SMD CHARGER SLIDESWITCH,B?NG M?CH IN ?I?N T?,8473301000
652443033,GEL-3150 SMD SKORPIO RS232 USB CRAD SBC,B?NG M?CH IN ?I?N T?,8473301000
007100097,CIGARETTE LIGHTER ADAPTER MEMOR,DÂY CÁP ?I?N,8544119000
007100098,CLA BATTERY FEMALE ADAPTER MEMOR,PHÍCH C?M,8536909900
010154001,SCREW  4   X16   WN1412 WZ POZI,?C VÍT,7318150000
022000024,FUSE CARRIER FLYING FUS=5X20 10A MAX,C?U CHÌ,8536109900
026000026,FUSE  8 A   DELAYED  250V 5X20,C?U CHÌ,8536109900
852000481,NEW MEMOR VEHICLE INTRUCTIONS SHEET,SÁCH H??NG D?N,4901999000
278065090,SP - 650 SUPPORTO PORTA PENNA DL9650,CH?T GÀI (NH?A),3926909900
142411590,PACKING 290X150X90,H?P ?ÓNG GÓI (CARTON),4819100000
010138006,SCREW M 4  X 25  UNI 7687 WZ,?C VÍT,7318150000
013990000,NUT M  4       UNI 7473 WZ SELF-BRAK,?AI ?C,7318160000
019412619,"MODULE MODEM 56K 64,54X26,54",B?NG M?CH IN ?I?N T?,8473301000
770106900,CVL-1069 ELF PMD POWER CABLE,DÂY CÁP ?I?N,8544119000
652234012,GEL-2896 SMD MAINBOARD SKORPIO MBC,B?NG M?CH IN ?I?N T?,8473301000
662565013,GEL-3289 MODEM B. SINGLE SLOT DOCK ELF,B?NG M?CH IN ?I?N T?,8473301000
199505000,EAS ANTENNA CABLE GD4110,DÂY CÁP ?I?N,8544119000
662353029,GEL-4805 MOTHERBOARD DESK IBM,B?NG M?CH IN ?I?N T?,8473301000
664791020,GEL-4826 HANDLE RIGID BOARD EAS,B?NG M?CH IN ?I?N T?,8473301000
664790010,GEL-4824 VANGOGH EAS BOARD,B?NG M?CH IN ?I?N T?,8473301000
5-3519-000,"ASSY,GD4110-WH-EAS",MÁY ??C MÃ V?CH,8471901000
100222393,FE2223 PCB CS-870,M?CH IN,8534003000
004005007,CONN PCB FLEX 4P  F PCB90G.P.1 SMD,??U N?I,8536693900
642223015,GEL-2884 SMD MAINBOARD DL-KYMAN,B?NG M?CH IN ?I?N T?,8473301000
631073301,DISKONCHIP 1G NEW KYMAN V3.01,M?CH ?I?N T? TÍCH H?P,8542310000
128000992,BT -   9 STD BATTERY PACK 4L PCM,PIN,8507609000
651913015,GEL-2447 SMD RADIO STAR-MODULE 433,B?NG M?CH IN ?I?N T?,8473301000
034381392,"RES   3,92K 1% 0402 1/16W",?I?N TR?,8533210000
053110041,IC LMC7101BI SOT23-5 RAIL TO RAIL OP AMP,M?CH ?I?N T? TÍCH H?P,8542310000
060100185,"DIODO TUNING BBY53 SCD80 6V 0,02A SMD",?I?T,8541100000
083100008,"COND X7R   6,8 NF 25V 0402 10%",T? ?I?N,8532240000
652353029,GEL-4805 SMD MOTHERBOARD DESK IBM,B?NG M?CH IN ?I?N T?,8473301000
000001179,"CONN,RCPT,PCHDR,2M CONT,.100CTR,90 DEG,",??U N?I,8536693900
060602017,"DIO,RE,SHTKY,350MA,30V,SOT23",?I?T,8541100000
034362301,"RES  30,1 K 1% 0603 1/10W",?I?N TR?,8533210000
034501120,"RES   1,2 K 5% 0805 1/8W",?I?N TR?,8533210000
034303182,RES 182   K 1% 0805 1/8W,?I?N TR?,8533210000
000001165,"CONN,RCPT,10POS,1.00MM,SMT,ZIF,ROHS",??U N?I,8536693900
000001176,"CONN,RJ,10P,RA,SHLD,SMD,ROHS",??U N?I,8536693900
080040068,"CAP,.022UF,50V,X7R,10%,0603,ROHS",T? ?I?N,8532240000
3-0897-01,"PCBA,ROHS,HANDLE BD,MCHND,PS7000 2D",B?NG M?CH IN ?I?N T?,8473301000
100307620,"FAB,HANDLE BOARD,PS7000 2D,CORDED",M?CH IN,8534003000
080040011,"CAP,220PF,50V,C0G,10%,0603",T? ?I?N,8532240000
062000017,"XSTR,FDS6690A,N-CHAN,MOSFET,SO8,ROHS",TRANSISTOR,8541290000
027001074,"XFMR,20UH,.45X.55,SMT,ROHS",CU?N C?M,8504502000
3-0937-01,"PCBA,ROHS,MAIN,RS232,MCHND,PS70002D,",B?NG M?CH IN ?I?N T?,8473301000
080040074,"CAP,RF,1.0UF,10V,X5R,10%,0603,ROHS",T? ?I?N,8532240000
000001208,"CONN,12P,.5MMP,VERTICAL,SMT,ROHS",??U N?I,8536693900
000001194,"CONN,1.0FFC,8PIN,NON-ZIF,VERT,SMT,ROHS",??U N?I,8536693900
034000138,"RES,33,TF,1/4W,5%,1206,ROHS",?I?N TR?,8533210000
034000069,"RES,180,TF,1/4W,5%,1206,ROHS",?I?N TR?,8533210000
034562051,"RES   5,1 K 5% 0603 1/10W",?I?N TR?,8533210000
062000044,"DIO,GP,ZX,COM ANODE,SOT23,ROHS",?I?T,8541100000
053600176,"IC,RS232,DVR/RCVD,L PWR,3V,20SSOP,T&R",M?CH ?I?N T? TÍCH H?P,8542310000
060605005,"DIO,TRANSORB,6V,300W,1.6PF,SOT23",?I?T,8541100000
3-0937-05,"PCBA,ROHS,MAIN,USB,MCHND,PS70002D",B?NG M?CH IN ?I?N T?,8473301000
100309670,"SPB,ROHS,MAIN,PS7000 2D",M?CH IN,8534003000
3-0984-01,"PCBA,LASER POINTER/GRN SPOT,MCHND,PS7100",B?NG M?CH IN ?I?N T?,8473301000
034000077,"RES,1M,TF,1/10W,5%,0805,ROHS",?I?N TR?,8533210000
053600180,"IC,LMV,1.8V,1MHZ,LP OPR AMPL,SC70-5,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
054220282,"IC,NC7S32,OR,2-INPUT,1X,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
054220264,"IC,MEMORY FLASH,512KX8,3.3,SO8,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
3-0998-11,"PCBA,MAIN,I/F,4-14V,MCHND,QUICKSCAN D",B?NG M?CH IN ?I?N T?,8473301000
700224593,GMC-2245 M.B. PROGRAMMED CE FALCONX3,B?NG M?CH IN ?I?N T?,8473301000
142028990,CO - 289 EXTERNAL PACKING 165X160X215,H?P ?ÓNG GÓI (CARTON),4819100000
822000482,USER MANUAL F-COLOR MULTIPLE CRADLE,SÁCH H??NG D?N,4901999000
822000761,MANUAL DL-SKORPIO MULTI BATTERY CHARGER,SÁCH H??NG D?N,4901999000
822000870,MANUALE UTENTE DL-SKORPIO MODEM SBC,SÁCH H??NG D?N,4901999000
010994083,SCREW M 3  X 14  UNI 5931 TCEI WZ,?C VÍT,7318150000
822000721,USER MANUAL MDC ETHERNET DL SKORPIO,SÁCH H??NG D?N,4901999000
010004001,"SCREW  2,5 X 5   WN1411 WZ POZI",?C VÍT,7318150000
010004003,SCREW  3   X 8   WN1411 WZ POZI,?C VÍT,7318150000
028000018,FERRITE SPLIT-CLAMP CABLE D.13,VIÊN FE-RI,8504909000
007100015,"FLAT CABLE 20P L=60MM P.0,5MM",DÂY CÁP ?I?N,8544119000
026000012,"MULTIFUSE  1,6A 30V DISCO P=5 PCB",C?U CHÌ,8536109900
018160240,"SCREW, K25X6MM, TORX, PAN HEAD, BLACK",?C VÍT,7318150000
018160012,"SCR,6-32X5/16,PH,F/S,TORX,CS,CIR ZN",?C VÍT,7318150000
018160013,"SCR,TRILOBE,6-32 X 3/4,TORX,PAN,ZINC",?C VÍT,7318150000
018160017,"SCR,PHIL,K22X16,ZINC,ROHS",?C VÍT,7318150000
662584012,GEL-3313 I/O CONNECTOR FLEX FALCONX3,B?NG M?CH IN ?I?N T?,8473301000
700220001,"GMC-2200 GROUP LOWER CONNECTOR,FALCON X3",C?M L?P RÁP KHUNG ?? MÁY ??C MÃ V?CH,8473309000
700220201,GMC-2202 GROUP LOWER BODY FALCONX3,C?M L?P RÁP V? MÁY ??C MÃ V?CH,8473309000
820034901,"INSERT,CHINA ROHS TABLE,MGL800I",GI?Y CH?NG NH?N,4901999000
820034114,"MANUAL,QRG,MGL800I",SÁCH H??NG D?N,4901999000
50-0054-01,"ASSY,SCANNER,DATALOGIC,BLACK,MGL800I",MÁY ??C MÃ V?CH,8471901000
019260018,"BOX,CDBD,14 X 12 X 12,WHT",H?P ?ÓNG GÓI (CARTON),4819100000
006050058,"CONN,RCPT,12PIN,.5MM,ZIF,VERT,SMD,ROHS",??U N?I,8536693900
054220199,"IC,LM3478,SWREG,MSOP-8,T&R,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
060602016,"DIO,DUAL,1SS226/FDS01203SOT23",?I?T,8541100000
097900020,"CAP,150UF,10V,TAN,10%,7343,ROHS",T? ?I?N,8532240000
700303600,"IC,MIDAS,52 TQFP,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
000001220,"CONN,RCPT,1.25MM,10P,VERT,ROHS",??U N?I,8536693900
000001223,"CONN,1.25MM,HDR,VERT,6P,SMT,ROHS",??U N?I,8536693900
084001040,"CAP,150PF,50V,C0G,10%,0603,T&R,ROHS",T? ?I?N,8532240000
3-0999-05,"PCBA,MAIN,(1254)USB/WDG/WD/RS,MCHND,PS71",B?NG M?CH IN ?I?N T?,8473301000
142002390,CO - 23 IMBALLO CART. (A 130X80X45),H?P ?ÓNG GÓI (CARTON),4819100000
302009590,CDC-  95 NEUTRAL BOX 161X98X100,H?P ?ÓNG GÓI (CARTON),4819100000
013068000,NUT M  3       UNI 5588 WZ,?AI ?C,7318160000
822000850,DL-SKORPIO DESK SBC USER MANUAL,SÁCH H??NG D?N,4901999000
822001080,ELF LIGHT QUICK START GUIDE,SÁCH H??NG D?N,4901999000
822501010,"INSERT,CHINA TBL OF RSTRCTD ELMNTS,F44XX",GI?Y CH?NG NH?N,4901999000
700217502,GMC-2175 ELF NO GSM BODY,C?M L?P RÁP THÂN MÁY ??C MÃ V?CH,8473309000
004012090,CONN RETT 5P F SMD MICRO USB-AB 90° BOTT,??U N?I,8536693900
3-1017-01,"PCBA,ILLUMINATION,MCHND,PWRSCN 7100",B?NG M?CH IN ?I?N T?,8473301000
3-1020-01,"PCBA,RJ,MCHND,POWERSCAN 7100",B?NG M?CH IN ?I?N T?,8473301000
027001034,"IND,EMI FILTER,FERRITE,120,0805,ROHS",VIÊN FE-RI,8504909000
034000025,"RES,1.30M,TF,1/4W,1%,1206,ROHS",?I?N TR?,8533210000
054220372,"IC,SYN SW,LI-CHG MGNT,R-RQFP-N-20,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
3-1022-01,"PCBA,MAIN/RADIO,WDG/WA/USB/RS,BASE,MCHD",B?NG M?CH IN ?I?N T?,8473301000
3-1022-03,"PCBA,MAIN/RADIO,RS/USB/IBM,BASE,MCHND",B?NG M?CH IN ?I?N T?,8473301000
085115010,CAP X7R   1   NF 50V 0805 10%,T? ?I?N,8532240000
098990122,COND TANT 220   UF 10V CASE E SMD LOWESR,T? ?I?N,8532240000
004012088,CONN RETT    18P RECEPTACLE SMD,??U N?I,8536693900
004012089,CONN RETT    18P PLUG SMD,??U N?I,8536693900
100255090,FE2550 PCB CS-1157,M?CH IN,8534003000
061100022,"TRANSIL  5,25VDUAL300WSOT23UNID ESDA6V1L",?I?T,8541100000
026000055,"MULTIFUSE  1,85A 30V DISC P=5  PCB",C?U CHÌ,8536109900
027400033,FERRITES WOUND BEADS 5A,VIÊN FE-RI,8504909000
053130074,IC  555I SO8 TIMER CMOS,M?CH ?I?N T? TÍCH H?P,8542310000
100219191,FE2191 PCB CS-855,M?CH IN,8534003000
139002391,CL -  23 CONTATTO ANTI-ESD PCMCIA KYMAN,??U N?I,8536693900
034500510,RES 510   R 5% 0805 1/8W,?I?N TR?,8533210000
061100019,TRANSIL  30 V 600W SOD6 BID. SMD SMBG30C,?I?T,8541100000
098000009,"CAP EL RAD   47  µF 35V 6,3X6 L.ESR SMD",T? ?I?N,8532240000
3-0937-02,"PCBA,ROHS,MAIN,RS232,TSTD,PS70002D",B?NG M?CH IN ?I?N T?,8473301000
3-0897-02,"PCBA,ROHS,HANDLE BD,TSTD,PS7000 2D",B?NG M?CH IN ?I?N T?,8473301000
3-0933-02,"PCBA,LED/BEEPER FLEX,TSTD,PS 7000",B?NG M?CH IN ?I?N T?,8473301000
018160007,"SCR,M2X0.4X5MM,PHIL,PAN,SS,NYLON",?C VÍT,7318150000
013994001,NUT M  5       UNI 7473 ZBC SELF-BLOCK.,?AI ?C,7318160000
034000147,"RES,365K,TF,1/10W,1%,0603,ROHS",?I?N TR?,8533210000
034000178,"RES,46.4K,TF,1/10W,1%,0603,ROHS",?I?N TR?,8533210000
060602011,"DIODO BAT54 SOT23 30V 0,2A SCHOTTKY",?I?T,8541100000
3-1031-07,"PCBA,5V,MAIN,HH,MCHND (1254),PBT7100",B?NG M?CH IN ?I?N T?,8473301000
3-1035-01,"PCBA,MAIN,RS/UKBW,MCHND,PS70002D",B?NG M?CH IN ?I?N T?,8473301000
084001012,"CAP,.33UF,50V,X7R,10%,1206,ROHS",T? ?I?N,8532240000
080040069,"CAP,RF,33PF,50V,C0G,5%,0402",T? ?I?N,8532240000
097900001,"CAP,1UF,10V,TAN,20%,2012",T? ?I?N,8532240000
064600010,"CRYSTAL,11.0592MHZ,18-20PF,SMD",TH?CH ANH,8541600000
035000064,"RES,316K,TF,1/10W,1%,0603,ROHS",?I?N TR?,8533210000
060602018,"DIO,DUAL,COMMON,CATH,SMD,SOT23",?I?T,8541100000
054220116,"IC,AT89C51RD2,8-BIT FLASH MICRO,VQFP44",M?CH ?I?N T? TÍCH H?P,8542310000
054220066,"IC,74HC14,INVERTER,6X,TSSOP-14,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
054220053,"IC,74HC00,4X,NAND,TSSOP-14,T-R,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
054220071,"IC,74HC273,D FLIP-FLOP,8X,TSSOP-20,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
054220095,"IC,74VHC14,HEX SCHMITT INVR,3V,14TSSOP",M?CH ?I?N T? TÍCH H?P,8542310000
054220036,"IC,4K,EEPROM,8P,TOSSOP,T&R,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
054220030,"HC,3.3V,200MA,LDO,SOT23",M?CH ?I?N T? TÍCH H?P,8542310000
054220067,"IC,74HC157,QUAD,2 CHAN MX,TSSOP-16,ROHS",M?CH ?I?N T? TÍCH H?P,8542310000
740022503,ASSY WINDOW HC,C?M L?P RÁP G??NG,8473309000
142018591,CO - 185 SHIPPING BOX,H?P ?ÓNG GÓI (CARTON),4819100000
90A051360,CAB-365 IBM PS/2 COILED  MINIDIN WEDGE,DÂY CÁP ?I?N,8544119000
90A052042,CAB-446 SH4181 IBM46XX 9B COILED 12’,DÂY CÁP ?I?N,8544119000
