PARTNUMBER,DESCRIPTIONEN,DESCRIPTIONVI,HTS CODE
072000008,ADH MOD SILANE MS LOCTITE ROHS,KEO,3506100000
072000012,ADH UV CURE CP DYMAX  ML,KEO,3506100000
199206200,LENS COLLECTION MGLVS/HS,TH?U KÍNH,9002119000
199324400,LENS NEGATIVE MGLVS/HS,TH?U KÍNH,9002119000
199430102,CBL ASY ROHS ANTENNA RF MM PSBT,DÂY CÁP ?I?N,8544119000
199438700,LENS COLLIMATION PS,TH?U KÍNH,9002119000
199459700,ADHESIVE HORIZONTAL LLT MGL ,KEO,3506100000
199463900,CABLE COLLECTION PCB WIRE MGL ,DÂY CÁP ?I?N,8544119000
199464000,CABLE VLDM FLAT MGL ,DÂY CÁP ?I?N,8544119000
199464200,CABLE CONTROL PANEL PCB WIRE MGL ,DÂY CÁP ?I?N,8544119000
199465201,BEZEL SHORT LLT SO MGL ,N?P ??Y (STAINLESS STEEL),7222409000
199467700,ADHESIVE PLATTER BEZEL DLC MGL ,KEO,3506100000
199469300,SCR MCH M/ L MM T NI PLATE PTCH ,?C VÍT,7318150000
199469400,SCR MCH M/ L MM T NI PLATE PTCH ,?C VÍT,7318150000
199471500,CABLE EAS MGL,DÂY CÁP ?I?N,8544119000
199475600,BOX OUTER SHORT MGL,H?P ?ÓNG GÓI (CARTON),4819100000
199475700,BOX ACCESSORY SHORT MGL,H?P ?ÓNG GÓI,4819100000
199479900,ENCLOSURE UPPER SCAN ENGINE PS,KHUNG PH?N TRÊN (NH?A),3926909900
199480000,ENCLOSURE LOWER SCAN ENGINE PD,KHUNG PH?N D??I (NH?A),3926909900
199480100,LENS IMAGING NEAR FIELD SCAN ENG PS,TH?U KÍNH,9002119000
199480400,LENS IMAGING FAR FIELD SCAN ENG WARHOL,TH?U KÍNH,9002119000
199481100,CABLE HANDLE RJ PD,DÂY CÁP ?I?N,8544119000
199481200,LENS ILLUMINATION SCAN ENGINE PS,TH?U KÍNH,9002119000
199488700,LENS IMAGING QUICKSCAN IMAGER,TH?U KÍNH,9002119000
199491500,SCR MCH M/ L MM T NI PLATE PTCH,?C VÍT,7318150000
199492400,LENS ILLUMINATIN SCAN ENG QUICKSCAN I,TH?U KÍNH,9002119000
199493500,LED GREEN SPOT QDXX,?I?T PHÁT SÁNG,8541401000
199494600,CABLE LED/BEEPER PD,DÂY CÁP ?I?N,8544119000
199495200,BOX STAND KIT QUICKSCAN L/I,H?P ?ÓNG GÓI (CARTON),4819100000
199495300,BOX SINGLE SCANNER QUICKSCAN I/L,H?P ?ÓNG GÓI (CARTON),4819100000
199495400,LENS GREENSPOT MENISCUS PS,TH?U KÍNH,9002119000
199496000,BOX INNER -PK COBRA ,H?P ?ÓNG GÓI (CARTON),4819100000
199502900,BOX -/X-/X-/  PK STD/SCNR/QSD,H?P ?ÓNG GÓI (CARTON),4819100000
199503000,BOX -/X-/X-/  PK STD/SCNR/Q,H?P ?ÓNG GÓI (CARTON),4819100000
068002050,VISIBLE LASER DIODE  MW  C,?I?T,8541100000
5-2943,ASSY SPEAKER MGL I,C?M L?P RÁP LOA,8473309000
5-3142,ASSY MOTOR FACET WHEEL MGL ,C?M L?P RÁP MÔ T?,8473309000
5-3146,ASSY  BONNET MGL ,C?M L?P RÁP N?P ??Y,8473309000
5-3147,ASSY  UPPER CHASSIS  MGL ,C?M L?P RÁP KHUNG PH?N TRÊN,8473309000
5-3185,ASSY VERTICAL CHASSIS  MGL ,C?M L?P RÁP KHUNG TH?NG ??NG,8473309000
5-3186,ASSY VLDM FRONT  MGL ,C?M CHI TI?T PHÍA TR??C,8473309000
5-3187,ASSY VLDM BACK MGL ,C?M CHI TI?T PHÍA SAU,8473309000
5-3188,ASSY OPTICS BLOCK FRONT  MGL ,C?M L?P RÁP KH?I QUANG PHÍA TR??C,8473309000
5-3189,ASSY OPTICS BLOCK BACK  MGL ,C?M L?P RÁP KH?I QUANG PHÍA SAU,8473309000
5-3190,ASSY BOTTOM CHASSIS  MGL ,C?M L?P RÁP KHUNG PH?N ?ÁY,8473309000
5-3191,ASSY CONTROL PANEL MGL ,C?M L?P RÁP B?NG KI?M SOÁT,8473309000
5-3216,ASSY SPEAKER MGL ,C?M L?P RÁP LOA,8473309000
5-3283-05,ASSY SCNR NO SCALE NO BONNET,C?M L?P RÁP,8473309000
5-3283-06,SCNR ASSY ADAPTIVE  MGL/,MÁY ??C MÃ V?CH,8471901000
5-3304,ASSY SCAN MODULE POINTER P,C?M L?P RÁP TH?U KÍNH H?I T?,8473309000
5-3305,ASSY GREEN SPOT NO POINTER PD,C?M L?P RÁP ?ÈN CH? TH?,8473309000
5-3322,ASSY POINTER/GREEN SPOT P,C?M L?P RÁP ?ÈN CH? TH?,8473309000
5-3323-01,MODULE ASSY W/POINTER MULIT I/F PD,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3323-02,MODULE ASSY NO POINTER MULIT I/F PD,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3323-04,MODULE ASSY NO POINTER POS I/F PD,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3323-05,MODULE ASSY W/PTR MULTI I/F PBT,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3323-06,MODULE ASSY NO PTR MULTI I/F PBT,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3334,ASSY BONNET MGL,C?M L?P RÁP N?P ??Y,8473309000
5-3335,ASSY PLATTER DLC MGL,C?M L?P RÁP N?P ??Y,8473309000
5-3350,SCANNER QUICKSCAN D /BLACK -V I,MÁY ??C MÃ V?CH,8471901000
5-3351,ASSY SCANNER QUICKSCAN D /BLACK V I,MÁY ??C MÃ V?CH,8471901000
5-3352,ASSY SCANNER QUICKSCAN D /WHITE V I,MÁY ??C MÃ V?CH,8471901000
5-3356,ASSY PCB OPTICAL QUICKSCAN D V I,C?M L?P RÁP B?NG M?CH IN ?I?N T? VÀ KH?I QUANG,8473309000
5-3357,ASSY PCB OPTICAL QUICKSCAN D -V I,C?M L?P RÁP B?NG M?CH IN ?I?N T? VÀ KH?I QUANG,8473309000
5-3371-01,ASSY TOP ENCLOSURE Y/B P,C?M L?P RÁP V? MÁY ??C MÃ V?CH ,8473309000
5-3371-02,ASSY TOP ENCLOSURE B/B P,C?M L?P RÁP V? MÁY ??C MÃ V?CH ,8473309000
5-3372-01,ASSY HANDLE ENCLOSURE Y/B P,C?M L?P RÁP TAY C?M,8473309000
5-3372-02,ASSY HANDLE ENCLOSURE B/B P,C?M L?P RÁP TAY C?M,8473309000
5-3373,ASSY TRIGGER/SEAL P,C?M L?P RÁP NÚT B?M/ VÒNG ??M,8473309000
5-3376,ASSY CONTROL PANEL GRN/RED MGL,C?M L?P RÁP B?NG KI?M SOÁT,8473309000
5-3377,ASSY BONNET GRN/RED MGL,C?M L?P RÁP N?P ??Y,8473309000
5-3392-01,ASSY  BEZEL VERTICAL W/LOGO SO,C?M L?P RÁP N?P ??Y,8473309000
5-3393,ASSY ULTRASONIC WELD OPTICAL QS I,C?M L?P RÁP KH?I QUANG,8473309000
5-3400,ASSY PKG INNER CONTAINER COBRA ,C?M L?P RÁP H?P ?ÓNG GÓI,8473309000
5-3402-01,ASSY HORIZ LLT PLATTER SHORT MGL /,C?M L?P RÁP N?P ??Y,8473309000
5-3503,PACKAGING BULK MGL/,H?P ?ÓNG GÓI (CARTON),4819100000
5-6529-05,ASSY SCNR NO SCALE NO BONNET ENHANCED,MÁY ??C MÃ V?CH,8471901000
5-6530,ASSY  UPPER CHASSIS MGL/,C?M L?P RÁP KHUNG ??,8473309000
5-6531,ASSY VERTICAL CHASSIS MGL/,C?M L?P RÁP KHUNG ??,8473309000
6003-0941,CBL AC CORD V AC DOM STD M,DÂY CÁP ?I?N,8544119000
068020010,LAMP LED GREEN THOLE ROHS,?I?T PHÁT SÁNG,8541401000
721105700,KIT ROHS COMMON PACKAGING QDX I,C?M L?P RÁP H?P ?ÓNG GÓI CHÂN ??,8473309000
721105800,KIT ROHS STAND KIT PACKAGING QDX I,C?M L?P RÁP H?P ?ÓNG GÓI CHÂN ??,8473309000
8-0730-04,CBL ASY ROHS RS ICL PC ',DÂY CÁP ?I?N,8544119000
8-0769-03,CBL ASY ROHS EAS INTERLOCK ',DÂY CÁP ?I?N,8544119000
8-0858,POWER ADAPTER AC/DC REGULATED ,B? NGU?N,8504401900
90A052044,CAB-E ENHANCED USB TYPE A  ' STRGHT,DÂY CÁP ?I?N,8544119000
90A051230,CAB- RS PWR STR PIN  FEM,DÂY CÁP ?I?N,8544119000
90G001010,CAB- STD IBM PS/,DÂY CÁP ?I?N,8544119000
820026420,MANUAL QRG MGL/,SÁCH H??NG D?N,4901999000
820027600,INSERT WEEE STATEMENT DATALOGIC MULTIPLE,SÁCH H??NG D?N,4901999000
820029060,INSERT CHINA TBL OF RSTCD ELMNT SO /,SÁCH H??NG D?N,4901999000
820029480,INSTR ADAPTER MOUNT REMOVAL MGL/,SÁCH H??NG D?N,4901999000
820029580,INSERT CH TBL OF RESTELEMENTS QS IMAGER,SÁCH H??NG D?N,4901999000
820029830,MANUAL QRG QUICKSCAN IMAGER,SÁCH H??NG D?N,4901999000
STD-QD20-BK,STAND BLACK QUICKSCAN D ACC,C?M L?P RÁP ?? ??,8473309000
STD-QD20-WH,STAND WHITE QUICKSCAN D ACC,C?M L?P RÁP ?? ??,8473309000
5-3473-01,MODULE ASSY W/POINTER MULIT I/F PD,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3473-02,MODULE ASSY W/POINTER POS I/F MLT PD,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3473-03,MODULE ASSY W/POINTER POS I/F MLT PD,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3473-04,MODULE ASSY W/POINTER MULIT I/F PD,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3473-05,MODULE ASSY W/POINTER MULIT I/F PD,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
5-3473-06,MODULE ASSY W/POINTER MULIT I/F PD,C?M L?P RÁP B? PH?N ?I?U KHI?N,8473309000
019260041,"BAG AST POLYEST/POLYETH ""X """,TÚI ?ÓNG GÓI,3923909000
019260022,BOX WHITE XX,H?P ?ÓNG GÓI (CARTON),4819100000
820002170,INSERT CH TBL OF RES ELMTS QS LASER,GI?Y CH?NG NH?N,4901999000
R44-2956,MANUAL QRG QUICKSCAN L,SÁCH H??NG D?N,4901999000
5-3349,ASSY QUICKSCAN D /BLACK L,MÁY ??C MÃ V?CH,8471901000
010004004,SCREW     X   WN WZ POZI,?C VÍT,7318150000
5-3348,ASSY QUICKSCAN D /WHITE L,MÁY ??C MÃ V?CH,8471901000
721105500,KIT ROHS STAND KIT PACKAGING QDX L,C?M L?P RÁP H?P ?ÓNG GÓI,8473309000
721104400,KIT ROHS COMMON PACKAGING QDX L,C?M L?P RÁP H?P ?ÓNG GÓI,8473309000
50-0004-01,ASSY QUICKSCAN PB-L INGRAM,MÁY ??C MÃ V?CH,8471901000
199108509,LM LENS COLLIMATION MGL ,TH?U KÍNH,9002119000
3-0863-01,PCBA VLD DRIVER MCHND MGL  ROHS,B?NG M?CH IN ?I?N T?,8473301000
019260042,BAG PLASTIC ZIP LOCK X MIL,TÚI ?ÓNG GÓI,3923909000
019260025,BOX CDBD CORR XX NATKRAFT(M-),H?P ?ÓNG GÓI (CARTON),4819100000
010001100,SCREW DELTA PT  X MM TORX ROUND WAS,?C VÍT,7318150000
8-0730-39,CBL ASY ROHS RS D BEETLE N/PWR ',DÂY CÁP ?I?N,8544119000
6003-0940,CBL AC CORD IEC/EUR ROHS,DÂY CÁP ?I?N,8544119000
5-3403-01,ASSY  HORIZ DLC PLATTER SHORT MGL /,C?M L?P RÁP N?P ??Y,8473309000
010001033,SCR MXMM PHIL FLATHEAD ZN ROHS,?C VÍT,7318150000
5-3403-03,ASSY HORIZ DLC PLATTER LONG MGL/,C?M L?P RÁP N?P ??Y,8473309000
199467400,ADHESIVE FILLER PLATTER BEZEL MGL ,KEO,3506100000
199485200,BOX MED/LONG OUTER MGL/,H?P ?ÓNG GÓI (CARTON),4819100000
199476100,BOX ACCESSORY MED/LONG MGL,H?P ?ÓNG GÓI,4819100000
90A051978,CAB- IBMXX PORT  CABLE,DÂY CÁP ?I?N,8544119000
5-2735,ASSY OPTICS BLOCK MGLVS,C?M L?P RÁP KH?I QUANG,8473309000
8-0731-02,CBL ASY ROHS IBM SINGLE I/F PORTE ',DÂY CÁP ?I?N,8544119000
5-3402-03,ASSY HORIZ LLT PLATTER LONG MGL /,C?M L?P RÁP N?P ??Y,8473309000
90G001095,CAB- SH FOR MAGELLAN COILED ',DÂY CÁP ?I?N,8544119000
3-1007-06,PCBA MAIN BD SS N/D MORISON TSTD MG ,B?NG M?CH IN ?I?N T?,8473301000
199503400,SCR LEVELING M X  LONG PATCH,?C VÍT,7318150000
5-6529-06,SCNR ASSY ADAPTIVE  MGL/,MÁY ??C MÃ V?CH,8471901000
5-6529-04,SCNR ASSY SCALE MGL/,MÁY ??C MÃ V?CH,8471901000
5-3171-02,ASSY  LLT PLTTR  MEDIUM SS MGL /,C?M L?P RÁP N?P ??Y,8473309000
176602401,SEALS ADHESIVE HORZLLT,KEO,3506100000
176602501,SEALS ADHESIVE PLATTER BEZEL DLC,KEO,3506100000
5-6543,ASSY SINGLE RD COLES AU MGL,C?M L?P RÁP MÀN HÌNH HI?N TH?,8473309000
5-2809,ASSY RMTE DSPLY HD CL GRY MGL/ ROHS,C?M L?P RÁP MÀN HÌNH HI?N TH?,8473309000
8-0763-01,CBL ASY ROHS REMOTE DISPLAY MSL ',DÂY CÁP ?I?N,8544119000
820029050,INSERT CHINA TBL OF RSTCD ELMNT SS /,GI?Y CH?NG NH?N ROHS,4901999000
52-0026-01,ASSY SCALE SHEKEL DC MGL/,C?M L?P RÁP CÂN,8473309000
010001088,SCR TRX SCH CAP MXX GR ROHS,?C VÍT,7318150000
010001136,RESTRCTD SCRW SCKT HD CAP M-XMM SS R,?C VÍT,7318150000
199470300,SCREWSETM-XMM FLAT PT SELF LOCK,?C VÍT,7318150000
820029080,INSTRUCTIONS LEVELING FEET MGL/,SÁCH H??NG D?N,4901999000
5-3171-03,ASSY  LLT PLATTER  LONG SS MGL /,C?M L?P RÁP N?P ??Y,8473309000
8-0863-05,CBL ASY ROHS IBM USB POT ',DÂY CÁP ?I?N,8544119000
50-0014-01,ASSY SCANNER QSCAN I  /BLACK V  HD,MÁY ??C MÃ V?CH,8471901000
52-0038-01,ASSY PCB  OPTICAL  V  HD,C?M L?P RÁP B?NG M?CH IN ?I?N T? VÀ KH?I QUANG,8473309000
019260016,BOX XX,H?P ?ÓNG GÓI (CARTON),4819100000
019260038,BAG X ANTI-STATIC FILM,TÚI ?ÓNG GÓI (NH?A),3923909000
010001023,SCR K X  TORX  PAN HEAD  PT,?C VÍT,7318150000
199003401,CABLE ILLUMINATION P,DÂY CÁP ?I?N,8544119000
90G001070,CAB- RS STR PIN FEM,DÂY CÁP ?I?N,8544119000
4004-0848,POWER SUPPLY DESK TOP V WATT,B? NGU?N,8504401900
SE-1500ER,SE-ER-IAR LASER SCAN MODULE,??U THU PHÁT TÍN HI?U,8473309000
019260035,BOX  / X  / X  / TW-,H?P ?ÓNG GÓI (CARTON),4819100000
072000015,ADHESIVE LOCKTITE ,KEO,3506100000
3-1036-02,PCBA SCAN MODULE (E) TSTD SEER,B?NG M?CH IN ?I?N T?,8473301000
700304200,ASSY PACKAGING LARGE MGL/,C?M L?P RÁP MÚT X?P ?ÓNG GÓI,8473309000
5-3484-03,ASSY EU SNGL DSPL/SNGL INTVL SHKL M/,C?M L?P RÁP MÀN HÌNH HI?N TH?,8473309000
5-3385,ASSY REMOTE DISPLAY SINGLE MGL/,C?M L?P RÁP MÀN HÌNH HI?N TH?,8473309000
52-0026-02,ASSY SCALE SHEKEL DC W/O BBL MGL/,C?M L?P RÁP CÂN,8473309000
700304300,ASSY PACKAGING SMALL MGL/,C?M L?P RÁP MÚT X?P ?ÓNG GÓI,8473309000
5-3140-02,ASSY LLT PLATTER MEDIUM SO MGL /,C?M L?P RÁP N?P ??Y,8473309000
700004800,KIT  A  C PACKAGING,C?M L?P RÁP H?P ?ÓNG GÓI CHÂN ??,8473309000
11-0360,ACCESSORY HOLDER MULTI-PURPOSE BLACK,PH? KI?N ?? ??,8473309000
010001010,SCR X PH PAN - SS ROHS,?C VÍT,7318150000
R44-2996,INSTR SHEET MULTI-PURPOSE HOLDER,SÁCH H??NG D?N,4901999000
298101201,LENS  IMAGER TIGER,TH?U KÍNH,9002119000
298101101,LENS  IMAGER TIGER,TH?U KÍNH,9002119000
019260045,"BAG ANTISTATIC ""X"" MIL PINK",TÚI ?ÓNG GÓI,3923909000
5-3508-01,ASSY BLACK STAND QUICKSCAN D,C?M L?P RÁP CHÂN ??,8473309000
010001036,SCR MX FLAT HD PHIL W/LOCK PATCH,?C VÍT,7318150000
820030510,INSTALL INSTRUCTIONS BASIC STAND QS D,SÁCH H??NG D?N,4901999000
142025990,SCATOLA PER STAND BOX,H?P ?ÓNG GÓI (CARTON),4819100000
010158004,SCR VITE AB MXPHIL PAN ZINC UNI,?C VÍT,7318150000
5-6546,ASSY IMAGER BASKET MGLVSI,C?M L?P RÁP KHUNG G??NG,8473309000
5-6547,ASSY ILLUMINATION MGLVSI,C?M L?P RÁP TH?U KÍNH,8473309000
3-1075-02,PCBA ILLUMINATION BD TSTD MGL,B?NG M?CH IN ?I?N T?,8473301000
5-6548,ASSY IMAGER MGLVSI,C?M L?P RÁP TH?U KÍNH,8473309000
010001029,SCR MX XMM PHIL PAN NYLON,?C VÍT,7318150000
3-1074-04,PCBA MAIN BD TSTD MGL/,B?NG M?CH IN ?I?N T?,8473301000
5-6549,ASSY ENCLOSURE MGLVSI,C?M L?P RÁP V? MÁY ??C MÃ V?CH,8473309000
3-1076-02,PCBA CONTROL PANEL TSTD MGL,B?NG M?CH IN ?I?N T?,8473301000
040000007,LENS TRIPLET MM F/# MX,TH?U KÍNH,9002119000
52-0053-00,ASSY IMAGER BASKET MGL,C?M L?P RÁP KHUNG G??NG,8473309000
3-1087-02,PCBA ILLUM/CONTROL PANEL TSTD MGL,B?NG M?CH IN ?I?N T?,8473301000
3-1087-04,PCBA BACK ILLUM TSTD MGL,B?NG M?CH IN ?I?N T?,8473301000
52-0054-00,ASSY IMAGER MGL,C?M L?P RÁP TH?U KÍNH,8473309000
ZC0500010,"ADH HOT MELT /"" X """,KEO,3506100000
52-0055-00,ASSY ENCLOSURE MGL,C?M L?P RÁP V? MÁY ??C MÃ V?CH,8473309000
3-1074-06,PCBA MAIN BD TSTD MGL/,B?NG M?CH IN ?I?N T?,8473301000
199003301,CABLE BACK ILLUMINATION MGL,DÂY CÁP ?I?N,8544119000
5-3508-02,ASSY WHITE STAND QUICKSCAN D,C?M L?P RÁP CHÂN ??,8473309000
8-0730-54,CABLE ROHS RS DB S E/P M,DÂY CÁP ?I?N,8544119000
8-0730-55,CABLE ROHS RS DBP E/P BEETLE ',DÂY CÁP ?I?N,8544119000
8-0936,PWR ADAPTER V MGL ROHS,B? NGU?N,8504401900
8-0938-01,CABLE ROHS USB-A E/P STRT BLK M,DÂY CÁP ?I?N,8544119000
8-0938-02,CABLE ROHS USB SURE POS POT M,DÂY CÁP ?I?N,8544119000
820031160,INSERT CH TBL OF RSTD ELMNT BF MGL/,GI?Y CH?NG NH?N,4901999000
52-0063-00,ASSY LLT TOP MGL,C?M L?P RÁP N?P ??Y,8473309000
52-0064-00,ASSY DLC TOP MGL,C?M L?P RÁP N?P ??Y,8473309000
52-0065-00,ASSY TIN OXIDE TOP MGL,C?M L?P RÁP G??NG,8473309000
R44-3104,MANUAL QRG MGLVSI,SÁCH H??NG D?N,4901999000
R44-3111,MANUAL QRG MGLHSI,SÁCH H??NG D?N,4901999000
820031680,INSERT FRONT BEZEL REMOVAL/INSTALL MGL,SÁCH H??NG D?N,4901999000
52-0119-00,ASSY IMAGER BASKET MGL,C?M L?P RÁP KHUNG G??NG,8473309000
52-0118-00,ASSY ENCLOSURE MGL,C?M L?P RÁP V? MÁY ??C MÃ V?CH,8473309000
5-3439,ACCESSORY DUAL RD COLES AU MGL/,C?M L?P RÁP MÀN HÌNH HI?N TH?,8473309000
5-3020,ASSY REMOTE DISPLAY HEAD AUX MGL/,C?M L?P RÁP MÀN HÌNH HI?N TH?,8473309000
8-0763-03,CBL ASY ROHS DUAL REMOTE DSPY Y ',DÂY CÁP ?I?N,8544119000
700304400,ASSY PACKAGING LONG MGL/,C?M L?P RÁP MÚT X?P ?ÓNG GÓI,8473309000
8-0731-09,CABLE ROHS IBM PORT  POT ',DÂY CÁP ?I?N,8544119000
8-0934,POWER ADAPTER AC/DC REGULATED R MGL/,B? NGU?N,8504401900
3-1021-20,PCBA MAIN BD WN ADAPT SCALE TSTD M/,B?NG M?CH IN ?I?N T?,8473301000
52-0025-02,STAND GOOSENECK WHITE,C?M L?P RÁP CHÂN ??,8473309000
R44-3092,INSTRUCTIONS  BASIC HOLDER,SÁCH H??NG D?N,4901999000
52-0025-01,STAND GOOSE NECK BLACK,C?M L?P RÁP CHÂN ??,8473309000
820030450,INSERT CH TBL OF RESTELEMENTS QS IMAGER,GI?Y CH?NG NH?N,4901999000
5-3353,ASSY SCNR QUICKSCAN D /WHITE -V I,MÁY ??C MÃ V?CH,8471901000
5-3391-02,ASSY SCANNER COBRA ,MÁY ??C MÃ V?CH,8471901000
R44-2931,INSERT CHINA TBL OF TSTCD ELMNT COBRA ,GI?Y CH?NG NH?N,4901100000
820029630,MANUAL PIG COBRA,SÁCH H??NG D?N,4901999000
5-6545-02,SCANNER ASSY MGLHSI,MÁY ??C MÃ V?CH,8471901000
129502001,PACKAGING BOX MGL/,H?P ?ÓNG GÓI (CARTON),4819100000
199335403,TOP PLASTIC LLT MGL,N?P ??Y (NH?A),3926909900
ZC0500003,ADH RTV  CLEAR NON-CORR,KEO,3506100000
52-0121-00,ASSY IMAGER BASKET MGLVSI,C?M L?P RÁP KHUNG G??NG,8473309000
52-0120-00,ASSY ENCLOSURE MGLVSI,C?M L?P RÁP V? MÁY ??C MÃ V?CH,8473309000
8-0863-02,CBL ASY ROHS USB TYPE A E/P M,DÂY CÁP ?I?N,8544119000
8-0730-30,CABLE ROHS RS D P BEETLE POT ,DÂY CÁP ?I?N,8544119000
820030730,QRG  POSBOX  QUICKSCAN LASER,SÁCH H??NG D?N,4901999000
820030820,ROHS TABLE  CHINA PB-L,GI?Y CH?NG NH?N,4901999000
STD-PB23-BK,STAND BLACK QUICKSCAN D INGRAM,C?M L?P RÁP ?? ??,8473309000
820030830,BASIC HOLDER INSTRUCTIONS POSBOX,SÁCH H??NG D?N,4901999000
019260009,BOX N XX M-,H?P ?ÓNG GÓI (CARTON),4819100000
8-0735-03,CABLE ROHS KBW / IBM A/P PCXT E/P ,DÂY CÁP ?I?N,8544119000
